"",,,,,,,,,,,,,,,,,,,,,,,,,
"",,,,,,,,,,,,,,,,,,,,,,,,,
"",154,LT Instruments,Aarish Solar Power Private Limited,CARE AA- (SO); Stable,22-09-2017,,,,,,,,,,,,,,,,,,,,
"",155,BLR,Aarnav Industries Private Limited,CARE A3+,22-04-2016,,,,,,,,,,,,,,,,,,,,
"",156,BLR,Aarnav Industries Private Limited,CARE BBB,22-04-2016,CARE BBB; Positive,02-05-2017,,,,,,,,,,,,,,,,,,
"",157,BLR,Aarnav Industries Private Limited,CARE BBB,22-04-2016,CARE BBB; Positive,02-05-2017,,,,,,,,,,,,,,,,,,
"",158,BLR,Aarnav Industries Private Limited,CARE BBB / CARE A3+,22-04-2016,CARE BBB; Positive / CARE A3+,02-05-2017,,,,,,,,,,,,,,,,,,
"",159,BLR,Aarohi Constructions Private Limited,CARE BB-,07-04-2016,CARE BB-; INC,07-04-2017,CARE BB-; Stable,24-07-2017,,,,,,,,,,,,,,,,
"",160,BLR,Aarohi Solar Private Limited,CARE BBB (SO),05-07-2016,CARE BBB+; Stable,01-12-2017,,,,,,,,,,,,,,,,,,
"",161,BLR,Aarohi Solar Private Limited,CARE BBB-,05-07-2016,CARE BBB+; Stable,01-12-2017,,,,,,,,,,,,,,,,,,
"",162,BLR,Aarti Drugs Limited,CARE A+; Stable,09-01-2018,,,,,,,,,,,,,,,,,,,,
"",163,ST Instruments,Aarti Drugs Limited,CARE A1+,09-01-2018,,,,,,,,,,,,,,,,,,,,
"",164,BLR,Aarti Drugs Limited,CARE A+; Stable / CARE A1+,09-01-2018,,,,,,,,,,,,,,,,,,,,
"",165,BLR,Aarti Infra Projects Private Limited,CARE D,15-06-2015,CARE D; INC,02-05-2017,,,,,,,,,,,,,,,,,,
"",166,BLR,Aarti Sponge and Power Limited,CARE BBB-; Stable,26-06-2017,,,,,,,,,,,,,,,,,,,,
"",167,BLR,Aarti Sponge and Power Limited,CARE BBB-,26-07-2012,CARE BBB-; Stable,26-06-2017,,,,,,,,,,,,,,,,,,
"",168,BLR,Aarti Sponge and Power Limited,CARE A3,03-04-2015,,,,,,,,,,,,,,,,,,,,
"",169,BLR,Aarti Sponge and Power Limited,CARE A3,26-07-2012,,,,,,,,,,,,,,,,,,,,
"",170,BLR,Aarti Suitings Private Limited,CARE A4,29-09-2017,,,,,,,,,,,,,,,,,,,,
"",171,BLR,Aarti Suitings Private Limited,CARE BB; Stable,29-09-2017,,,,,,,,,,,,,,,,,,,,
"",172,BLR,Aarti Suitings Private Limited,CARE BB; Stable,29-09-2017,,,,,,,,,,,,,,,,,,,,
"",173,BLR,Aaryaman Recreation Club Limited,CARE B+; Stable,13-02-2018,,,,,,,,,,,,,,,,,,,,
"",174,BLR,Aashirwad Industries Private Limited,CARE B+,07-04-2016,CARE B; Stable,10-03-2017,CARE B; INC,03-01-2018,CARE D: INC,01-03-2018,,,,,,,,,,,,,,
"",175,LT Instruments,Aashman Energy Private Limited,CARE AA- (SO); Stable,22-09-2017,,,,,,,,,,,,,,,,,,,,
"",176,BLR,Aastha Cold Storage,CARE D,30-03-2016,CARE D; INC,03-05-2017,,,,,,,,,,,,,,,,,,
"",177,BLR,Aastha Fashions Private Limited,CARE BB-; Stable,10-02-2017,,,,,,,,,,,,,,,,,,,,
"",178,BLR,Aastha Fashions Private Limited,CARE BB-; Stable,10-02-2017,,,,,,,,,,,,,,,,,,,,
"",179,BLR,Aastha Hi Tech Storage LLP,CARE D,24-04-2017,,,,,,,,,,,,,,,,,,,,
"",180,BLR,Aastha Society,CARE BB-,31-03-2016,CARE BB-; Stable,29-03-2017,,,,,,,,,,,,,,,,,,
"",181,BLR,Aastha Society,CARE BB-,31-03-2016,CARE BB-; Stable,29-03-2017,,,,,,,,,,,,,,,,,,
"",182,BLR,Aathava Garments India Private Limited,CARE BBB-,07-04-2016,CARE BBB-; Stable,27-02-2017,,,,,,,,,,,,,,,,,,
"",183,BLR,Aatulya Lifecare Private Limited,CARE B; Stable,07-11-2017,CARE D,19-01-2018,,,,,,,,,,,,,,,,,,
"",184,BLR,Aavantika Gas Limited,CARE A+; Stable,09-10-2017,,,,,,,,,,,,,,,,,,,,
"",185,BLR,Aavantika Gas Limited,CARE A+; Stable,09-10-2017,,,,,,,,,,,,,,,,,,,,
"",186,BLR,Aavantika Gas Limited,CARE A1+,09-10-2017,,,,,,,,,,,,,,,,,,,,
"",187,ST Instruments,Aavas Financiers Limited,CARE A1+,14-03-2017,,,,,,,,,,,,,,,,,,,,
"",188,BLR,Aavas Financiers Limited,CARE A+; Stable,14-03-2017,CARE A+; Positive,22-03-2018,,,,,,,,,,,,,,,,,,
"",189,LT Instruments,Aavas Financiers Limited,CARE A+; Stable,29-08-2017,CARE A+; Positive,22-03-2018,,,,,,,,,,,,,,,,,,
"",190,LT Instruments,Aavas Financiers Limited,CARE A+; Stable,11-12-2017,CARE A+; Positive,22-03-2018,,,,,,,,,,,,,,,,,,
"",191,BLR,Aban Offshore Limited,CARE A+,15-02-2008,CARE A,20-05-2008,CARE BBB+,27-04-2009,CARE BBB,29-12-2009,CARE BB,24-02-2010,CARE C,31-01-2012,CARE D,28-08-2012,CARE BB-,26-12-2014,CARE D,13-04-2016,,,,
"",192,BLR,Aban Offshore Limited,CARE A+,15-02-2008,CARE A,20-05-2008,CARE BBB+,27-04-2009,CARE BBB,29-12-2009,CARE BB,24-02-2010,CARE C,31-01-2012,CARE D,28-08-2012,CARE BB-,26-12-2014,CARE D,13-04-2016,,,,
